user_idx,user_id
2244,1021958
2245,2637208
2246,1132334
2247,1021995
2248,941414
2249,1593274
2250,1129455
2251,1061821
2252,1327238
2253,2414553
2254,1044672
2255,1248519
2256,1035505
2257,949796
2258,1049634
2259,1011320
2260,1552243
2261,1658848
2262,941435
2263,1102855
2264,2523343
2265,1964822
2266,2506409
2267,1111759
2268,1488029
2269,1368470
2270,1334061
2271,2136982
2272,1440352
2273,2094693
2274,2182786
2275,2021594
2276,1256234
2277,1278657
2278,410537
2279,1135391
2280,1258827
2281,2106971
2282,1340928
2283,955369
2284,2304973
2285,1489931
2286,2077567
2287,1788867
2288,1087221
2289,1105694
2290,1512638
2291,1944894
2292,2015428
2293,2313300
2294,2259920
2295,1361356
2296,1068494
2297,1822016
2298,1232627
2299,1852916
2300,1722299
2301,1590054
2302,1545122
2303,1436062
2304,1580068
2305,1790202
2306,1492300
2307,1773340
2308,963599
2309,1313137
2310,952130
2311,1437302
2312,1547370
2313,1551213
2314,1170433
2315,2085935
2316,1124933
2317,2184667
2318,1135453
2319,941607
2320,1688884
2321,1463377
2322,2592742
2323,1820525
2324,1827308
2325,1022166
2326,976418
2327,1309920
2328,1704391
2329,1135572
2330,1225607
2331,1354389
2332,1338772
2333,1519279
2334,1310441
2335,2453287
2336,1334130
2337,1029127
2338,1164510
2339,955516
2340,1055428
2341,1053479
2342,1786267
2343,1042164
2344,1313188
2345,1583528
2346,1417700
2347,1468864
2348,2458058
2349,1281191
2350,1569687
2351,1127389
2352,1690659
2353,1588267
2354,2046760
2355,2261030
2356,1168522
2357,2335722
2358,981435
2359,1213984
2360,1203166
2361,1192451
2362,2584902
2363,1029185
2364,929984
2365,2643161
2366,1740929
2367,1868405
2368,1035736
2369,981436
2370,2597542
2371,2089083
2372,1746185
2373,1903269
2374,1139279
2375,1688951
2376,974183
2377,952302
2378,1903263
2379,1005704
2380,1765722
2381,2383239
2382,1762806
2383,1267593
2384,1227803
